word,word_meaning,cefr_rating
parboil,"It is a fact that many genuinely believe that this parboiled milk has enormous merits and no defects; and there is no doubt that vested interests are very powerful.

From the Hansard archive",-1
ail,The government seems to have no understanding of what ails the country.,-1
diapason,"The pipes play with open, stopped, and double diapason.",-1
scanner,an ultrasound scanner,-1
molten,molten glass/lava/lead,-1
lifelike,A lifelike portrait of his two daughters hung on the wall.,-1
crass,a crass remark,-1
militarized,"North Korea is said to be the world’s most heavily militarized country, with over one million men in the armed forces.",-1
whoosh,The train sped through the station with a whoosh.,-1
haste,Unfortunately the report was prepared in haste and contained several inaccuracies.,-1
depoliticize,The first job of the new democratic government should be to depoliticize the judiciary.,-1
poker,"They freed coal scuttles, but taxed pokers, tongs and shovels.

From the Hansard archive",-1
prosthesis,a prosthetic hand,-1
monomer,"This rate is high and forces epithermal molecules to re-enter the thermal monomer group repeatedly and be re-excited, etc, several times before reaching the wall.",-1
seething,A feeling of seething resentment led to angry exchanges between the teams.,-1
staunchly,staunchly loyal/independent,-1
sautéed,Sauté the onions for five minutes.,-1
pea,frozen/dried peas,-1
the word,Entertainment Research reports that there are 245 mentions of the F-word in this movie.,-1
polarization,The polarization of society into rich and poor can clearly be seen in urban areas.,-1
mushrooming,The number of computers in schools has mushroomed in recent years.,-1
sill,She leaned on the sill and looked out through the open window.,-1
chanting,The crowd were chanting the team’s name.,-1
demoralize,Losing several games in a row had completely demoralized the team.,-1
contraband,The lorry contained thousands of pounds worth of contraband.,-1
unshakeable,She was blessed with an unshakeable belief in her own abilities.,-1
prima facie,There is prima facie evidence that he was involved in the fraud.,-1
life cycle,They studied the life cycle of the frog.,-1
unlisted,unlisted securities/shares,-1
crucible,"Overall, 79.4 g of metal production debris were associated with the cache, not including the metal inside the crucibles or the plastic cylinder.",-1
agonized,We heard an agonized cry.,-1
blatant,a blatant lie,-1
spake,Thus spake the expert.,-1
festering,a festering sore,-1
trawler,A total of 540 fish were collected at random from the catch of commercial trawlers during 1982 -83 and 1992 -93.,-1
capitalize,"The names of political parties are always capitalized, e.g. the Green Party.",-1
setter,an Irish setter,-1
disenchanted,Many voters have become disenchanted with the president.,-1
optimize,We need to optimize our use of the existing technology.,-1
schtick,Pratfalls and other physical gags are typical of Carey's shtick.,-1
adjudge,[ + to infinitive ] Half an hour into the game Paterson was adjudged to have fouled Jackson and was sent off.,-1
deconstruct,We should deconstruct the Western myth of human rights.,-1
crucify,He’s going to crucify me when he finds out what I’ve done!,-1
long weekend,We spent a long weekend with my parents.,-1
categorize,The books are categorized into beginner and advanced.,-1
nitrous oxide,Most patients were intubated and anesthetized with nitrous oxide and oxygen during catheterization.,-1
cursive,"Comic verses or legends, in cursive text, are printed beside these pictures.",-1
prim,She’s much too prim and proper to drink pints of beer.,-1
higher up,They're still waiting for a decision about the extra money from the higher-ups.,-1
exempting,Small businesses have been exempted from the tax increase.,-1
fuddle,The heat had fuddled my brain.,-1
upcycling,Through her lighting business she shares her love of upcycling and sustainable design.,-1
defuse,Bomb disposal experts have defused a 110-pound bomb at a subway station this afternoon.,-1
dockyard,Every dockyard in Italy was called into requisition.,-1
mucosa,gastric mucosa,-1
playmate,We were childhood playmates.,-1
depoliticization,They are demanding the depoliticization of the army and police.,-1
woefully,The safety precautions taken by large resort hotels are often woefully inadequate for the number of people who stay there.,-1
lone,a lone survivor,-1
fraternize,Do the doctors fraternize much with the nurses here?,-1
latin,a Latin poem,-1
prima donna-ish,She is absolutely lovely and not at all prima donna-ish.,-1
tart,apple/strawberry/custard tart,-1
israeli,Israeli exports,-1
protestant,Protestants and Catholics attend the same schools here.,-1
superintendent,"In the US, a school superintendent is in charge of the schools in a particular area.",-1
not do,do-not-call registry/register/list,-1
leafy,a leafy lane/suburb,-1
payout,"With this insurance policy there is a maximum payout of €2,500.",-1
symmetrical,Common skin moles are round and symmetrical.,-1
visionary,a visionary author,-1
oilseed,oilseed rape,-1
manageability,A shorter style would give your hair more manageability.,-1
chronicle,the Anglo-Saxon Chronicle,-1
hoof,The defender hoofed the ball up the field.,-1
reactively,Anticipating changes enables us to manage proactively rather than reactively.,-1
emoticon,The smiley face and other emoticons give a concise way of expressing sentiments that otherwise would be difficult to detect in e-mail.,-1
outcry,The release from prison of two of the terrorists has provoked a public outcry.,-1
intersect,The roads intersect near the bridge.,-1
reformulate,He must either abandon or reformulate his thesis.,-1
unviable,She concluded that the plan was unviable with the resources that were available.,-1
flummox,I have to say that last question flummoxed me.,-1
unfavorable,The play received generally unfavorable reviews.,-1
transcend,The best films are those which transcend national or cultural barriers.,-1
dart,a game of darts,-1
sufficiency,Will there still be a sufficiency of resources for our great-grandchildren?,-1
gdp,"If the GDP continues to shrink, the country will be in a recession.",-1
shriek,shrieks of delight,-1
peal,"After their wedding, the bells pealed out from the tower.",-1
bedlam,It was bedlam at the football stadium after the match was suspended.,-1
darkly,She hinted darkly that something had happened to him.,-1
slate,Is there anyone in the current slate of candidates who could defeat the president?,-1
regularize,The position of our formerly illegal workers has now been regularized (= made legal and official).,-1
fireside,She sat reading by the fireside.,-1
customize,Employees can customize the software to suit their needs.,-1
rapprochement,There are signs of (a) rapprochement between the warring factions.,-1
seclude,"Typically, the bride would seclude herself in another room.",-1
repackage,Permission must be sought if a regulated product is to be imported and then labelled or repackaged in Canada.,-1
shard,Shards of glass have been cemented into the top of the wall to stop people climbing over.,-1
symbolize,The lighting of the Olympic torch symbolizes peace and friendship among the nations of the world.,-1
stride,The West made impressive strides in improving energy efficiency after the huge rises in oil prices during the 70s.,-1
pluralism,"After years of state control, the country is now moving towards political/religious/cultural pluralism.",-1
smother,They threatened to smother the animals with plastic bags.,-1
centurion,"A centurion carried a staff made of a vine-branch, for disciplinary purposes.",-1
oiled,This entry provides a valuable insight into the ways in which city companies oiled the wheels of favour and patronage.,-1
wry,a wry smile/comment,-1
destabilize,They uncovered a plot to destabilize the government.,-1
catchment,There has been a lot of recent rainfall in the catchment area of the river.,-1
abcs,I need a book that covers the ABCs of gardening.,-1
blasé,"He flies first class so often, he’s become blasé about it.",-1
revulsion,I turned away in revulsion when they showed a close-up of the operation.,-1
halogen,Chlorine and iodine are halogens.,-1
humanism,humanist beliefs/writers/ideas,-1
deluge,This little stream can become a deluge when it rains heavily.,-1
cardinal,Cardinals elect and advise the Pope.,-1
cinder,The cake was burned to a cinder (= burned black).,-1
sari,Her action reveals a pink silk bodice and midriff which would otherwise have been covered by the sari.,-1
poignant,The photograph awakens poignant memories of happier days.,-1
furtively,As she turned away I saw him sniff furtively under his arm.,-1
synchronize,The show was designed so that the lights synchronized with the music.,-1
hotheaded,She can be hotheaded and rash.,-1
muttering,Stop muttering and speak up!,-1
dislodge,The earthquake dislodged stones from the walls and the roof.,-1
rhymed,"""Blue"" and ""flew"" rhyme.",-1
exhume,"I entreat my captain to have me buried in a vault from which my body can be exhumed in case the duke, my father, should request its exhumation.",-1
doze,My cat likes dozing in front of the fire.,-1
despot,an evil despot,-1
decentralize,We decentralized our operations last year and opened several regional offices.,-1
vigil,His parents kept vigil beside his bed for weeks before he died.,-1
receding,"As the boat picked up speed, the coastline receded into the distance until finally it became invisible.",-1
occupant,The previous occupants were an Italian family.,-1
islamic,Islamic culture/beliefs/art/law,-1
severally,All guests are considered to have severally agreed to these conditions.,-1
obtaining,to obtain permission,-1
decorous,"His manner, as ever, was decorous.",-1
islamophobic,Police are investigating Islamophobic abuse directed at the Egyptian football player.,-1
frothy,Beat the mixture until it becomes frothy.,-1
fortified,Children should not eat highly fortified cereals.,-1
meter,The electricity meter is in the basement.,-1
hackney carriage,"The fund does not believe that the council has issued enough hackney carriage licences.

From the Hansard archive",-1
endear sb to sb,She is unlikely to endear herself to her colleagues with such an aggressive approach.,-1
incomparable,incomparable beauty/skill,-1
the raj,the days of the Raj,-1
uncompetitive,We want to make sure they are not allowed to employ uncompetitive practices when they are bidding against us.,-1
purportedly,The study purportedly found that men married to smart women live longer.,-1
hymn,a hymn book,-1
sitting,"When the hotel is full, dinner is served in two sittings.",-1
inflationary,inflationary policies/pressures/trends,-1
doormat,"He may be selfish and insensitive, but she is a doormat.",-1
doing,Is this your doing? (= Did you do this?),-1
focaccia,"Bread choices for your sandwich include focaccia, ciabatta, and wraps.",-1
avenge,He swore he would avenge his brother’s death.,-1
bona fide,Make sure you are dealing with a bona fide company.,-1
beating,We took a beating (= we were defeated) in our last game.,-1
appellate,The mistrial ruling was upheld in 2013 by a state appellate court.,-1
accessibility,Two new roads are being built to increase accessibility to the town centre.,-1
slung,"Why have they not long ago been condemned and slung out?

From the Hansard archive",-1
undocumented,People should not stop eating fish because of some undocumented risk of cancer.,-1
dataset,Our dataset is 100 times more extensive than any other published for an extinct species.,-1
penetrated,"Amazingly, the bullet did not penetrate his brain.",-1
interviewee,The right questions will enable you to discover whether the interviewee has all the necessary qualities for the job.,-1
rote,She learned multiplication by rote.,-1
alma mater,Former students are asked to donate money to their alma mater.,-1
nauseate,He's nauseated by the smell of meat cooking.,-1
econometrician,The methodology is designed to enable the applied econometrician to make good use of economic data.,-1
levitate,Again the dust particle has zero charge when it is levitated into the sheath and becomes charged due to the attachment of electrons.,-1
rehire,They may be obliged to rehire the two workers they fired.,-1
prep,Do you have much prep tonight?,-1
gargantuan,a problem of gargantuan proportions,-1
diocese,He was ordained by the bishop of the diocese as soon after as possible.,-1
niggle,I just can’t remember his name - it’s been niggling me for a couple of weeks.,-1
metaphorical,Her second novel is written in a very metaphorical style.,-1
bellwether,The report is viewed as a bellwether for economic trends.,-1
cede,Hong Kong was ceded to Britain after the Opium War.,-1
adjournment,The defence attorney requested an adjournment.,-1
conservatively,I dress more conservatively for the office.,-1
penny-pincher,"He takes offense at the notion he’s a penny-pincher, insisting all his workers are paid above minimum wage.",-1
clumsily,He tripped clumsily on the rug and fell flat on his face.,-1
synchronize,The show was designed so that the lights synchronized with the music.,-1
indisposed,"Sheila Jones is indisposed, so the part of the Countess will be sung tonight by Della Drake.",-1
vouch,As a medical examiner I can vouch that his death was accidental.,-1
logistical,logistical support/problems,-1
compos mentis,She was very old but still compos mentis.,-1
affiliated,"She was admitted into the Chicago Medical School, then affiliated with Northwestern University.",-1
neutralize,to neutralize an acid/odour,-1
characterization,The plots in her books are very strong but there’s almost no characterization.,-1
deferred,deferred bonuses/compensation/charges,-1
assuage,The government has tried to assuage the public’s fears.,-1
typify,"With his blond, blue-eyed athletic looks, he typifies the all-American boy next door.",-1
enumerate,He enumerated the benefits of the insurance scheme.,-1
backslide,"My diet was going well, but I’ve been backsliding a little recently.",-1
anathematize,He has been anathematized as a villain.,-1
fallow,Farmers are eligible for government support if they let a certain amount of land lie fallow.,-1
scarp,The progressive upward changes in the member would reflect backwearing of the scarp and probably also reduction in relief of the source area.,-1
plantar,plantar muscles,-1
dhoti,Even her long necklace was visible through the little opening in the dhoti near the right shoulder.,-1
uplift,"We are counting on your speech, bishop, to give some moral uplift to the delegates.",-1
uncared for,He looked unwashed and uncared for.,-1
unsolicited,unsolicited advice,-1
woo,The party has been trying to woo the voters with promises of electoral reform.,-1
vacillation,The confusion about the project has been made worse by the vacillation and indecision.,-1
monopolistic,She did not consider the fine a sufficient deterrent against monopolistic practices by big producers.,-1
elitist,"Many remember sport at school as elitist, focusing only on those who were good at it.",-1
frosty,The frosty air stung my cheeks.,-1
inimitable,"He was describing, in his own inimitable style/way, how to write a best-selling novel.",-1
boo,People at the back started booing loudly.,-1
infantile,infantile behaviour,-1
omission,Measures to control child employment are a glaring (= very obvious) omission from new legislation to protect children.,-1
kith and kin,"Caring for kith and kin : gender, employment, and the privatization of care.",-1
protégé,The young composer regarded himself as Berg’s protégé.,-1
vexatious,This settlement will resolve one of the most vexatious problems in the field of industrial relations.,-1
interrelate,Children need to be educated about the way that diet and health interrelate.,-1
overflowing,The milk overflowed when I poured it into the jug.,-1
renegade,A band of renegades had captured the prince and were holding him to ransom.,-1
princely,She acquired the painting at a jumble sale for the princely sum of 25p.,-1
barometer,This survey is considered to be a reliable barometer of public opinion.,-1
the crux,The crux of the country’s economic problems is its foreign debt.,-1
uncommitted,25 senators have admitted they are still uncommitted on the taxation question.,-1
hera,"In Greek beliefs, Zeus married Hera.",-1
farther,How much farther is it to the airport?,-1
rumpus,There was a real rumpus going on in the house next door last night.,-1
democratization,The democratization of Western societies has been accompanied by more complexity in their economies.,-1
tantalize,Her paintings tantalize the eye.,-1
the vanguard,He is in the vanguard of economic reform.,-1
shah,Emperor Shah Jahan loved his wife very much.,-1
spunk,The kid showed lots of spunk to compete with her arm in a cast.,-1
tummy,a tummy ache,-1
pakistan,"For example, in the Indus Valley in Pakistan, there were boats on the river from about 3300 BCE.",-1
foraging,"The children had been living on the streets, foraging for scraps.",-1
tier,We sat in one of the upper tiers of the football stands.,-1
neo-,neo-fascist,-1
mep,"Conservative/Socialist, etc. MEPs",-1
outermost,These spacecraft may send back data about the outermost reaches of the solar system.,-1
realized,Results included net realized investment losses of $38.8 million in the latest quarter.,-1
roadster,"Available in either white or black, only 20 were produced as both coups and roadsters.

From Wikipedia",-1
categorize,The books are categorized into beginner and advanced.,-1
geographical,a geographical region,-1
astrophysics,Emphasis is put on the impact of these measurements in astrophysics.,-1
telecommunication,wireless telecommunication,-1
fair trade,The charity says that fair trade brings a better standard of living for poor farmers in developing countries.,-1
dye,"For a change, why not dye your T-shirts?",-1
metadata,Digital cameras can tag images with useful metadata.,-1
extempore,an extempore performance,-1
cobweb,Cobwebs hung down from the rafters.,-1
well-timed,[ before noun ],-1
incendiary,an incendiary bomb/device,-1
revolving,a revolving bookcase,-1
cloverleaf,The cloverleaf secondary structure is indicated by bracket notation.,-1
laminated,The recipe cards are laminated so they can be wiped clean.,-1
porter,"There aren't any porters, so we'll have to find a trolley for the luggage.",-1
slayer,a dragon slayer,-1
engulf,The flames rapidly engulfed the house.,-1
oft,"that oft-repeated cliché, ""time heals a broken heart""",-1
characterless,It’s just one of those characterless modern cities.,-1
interminable,an interminable delay,-1
stabilization,South Africa was starting to see the stabilization of the AIDS epidemic.,-1
avowed,The government’s avowed intent/purpose/aim is to reduce tax.,-1
smart set,The nightclub is popular with Berlin's smart set.,-1
dispersed,When the rain came down the crowds started to disperse.,-1
equalize,They are putting pressure on the government to equalize state pension ages between men and women.,-1
profundity,the profundity of his remarks,-1
helm,Who was at the helm when the collision occurred?,-1
beanbag,Striking action achieved by swinging a beanbag on the end of a string towards target.,-1
whippersnapper,I'm not going to have some young whippersnapper tell me what to do!,-1
correctional,a correctional program,-1
browned,Lightly brown the onion before adding the tomatoes.,-1
dim-witted,Marilyn was portrayed as some sort of dim-witted blonde.,-1
coop,a chicken coop,-1
dementia,The most common form of dementia is Alzheimer's disease.,-1
skeptic,"People say it can cure colds, but I’m a skeptic.",-1
backchat,That's enough backchat! You do as you're told.,-1
destabilize,They uncovered a plot to destabilize the government.,-1
crockery,The store sells gift items such as crockery and soaps.,-1
lithe,"He had the lithe, athletic body of a ballet dancer.",-1
cistern,From this cistern large earthen pipes led off in various directions to irrigate the terraces below.,-1
quatrain,"An anomaly in the setting of the second quatrain, however, cannot be ascribed to artistic nonchalance.",-1
graciousness,His humility and graciousness have won our hearts.,-1
remunerative,a highly remunerative (= well paid) job,-1
marketer,Pfizer is a major developer and marketer of pharmaceuticals.,-1
embezzle,She embezzled thousands of dollars from the charity.,-1
flashily,flashily dressed,-1
unlawful,unlawful possession of guns,-1
affirmative,an affirmative answer/response,-1
bête noire,My particular bête noire is cigarette butts being left in half-empty glasses.,-1
liberalism,"Many people feel that woolly liberalism, which sympathises more with the criminals than with the victims of crime, has triumphed again.",-1
dialectic,Dialectic expresses a given intent.,-1
wiretapping,"If he suspected an employee of dishonesty, he was not above wiretapping.",-1
onerous,the onerous task of finding a peaceful solution,-1
ting,The bell on the hotel receptionist's desk went ting when I pressed it.,-1
evasive,"The Minister was her usual evasive self, skilfully dodging reporters’ questions about her possible resignation.",-1
genial,The teacher is very genial/has a genial manner.,-1
storeroom,You can get a mop from the school’s storeroom downstairs.,-1
diseased,a diseased lung/kidney,-1
tranquilizing,a tranquillizing drug,-1
commemorative,a commemorative statue/stamp/service/plaque,-1
rescind,The policy of charging air travellers for vegetarian meals proved unpopular and has already been rescinded.,-1
walking papers,Three players got their walking papers last week.,-1
outrank,"As Superintendent, she outranked all the other police officers in the room.",-1
affray,Wallace was charged with causing an affray at a Southampton nightclub.,-1
medalist,She’s the gold/silver/bronze medalist (= She got the medal for finishing in first/second/third place) in foil fencing.,-1
affidavit,"Formerly, it was customary, on emergencies, for the Judges to swear affidavits at their dwelling-houses.",-1
sickly,a sickly child/plant,-1
ding-dong,They had a real ding-dong in the middle of the restaurant.,-1
maverick,a political maverick,-1
stout,Mrs Blower was the stout lady with the glasses.,-1
institutionalized,We need to avoid long-stay patients in the hospital becoming institutionalized.,-1
oxygenate,Fish tanks often have a pump which oxygenates the water.,-1
diagrammatic,A diagrammatic representation of this life cycle is shown in figure 4.1.,-1
eco-,"The ECO’s main objective is to establish a single market for goods and services, much like the European Union.",-1
exceedingly,"He was clever, handsome, and exceedingly rich.",-1
highlighted,The report highlights the need for improved safety.,-1
backpack,It’s a frame backpack with a belt and padded shoulder straps.,-1
seedy,a seedy hotel,-1
abstraction,She’s always talking in abstractions.,-1
pizza,a slice of pizza,-1
stringed instrument,A significant number wrote that it was a keyboard or percussion instrument and one stated it was a stringed instrument.,-1
whirl,She saw a mass of bodies whirling around on the dance floor.,-1
assessee,The form must be filled out by every assessee on a yearly basis.,-1
honcho,Who’s the head honcho around here?,-1
glaring,glaring errors,-1
periodicity,"Looking forward, we should also mention that periodicity of the medium is not essential, and the same simplification works in the case of random structures.",-1
hypothetical,a hypothetical example/situation,-1
manicured,He has very well-manicured hands.,-1
bedding,The new recruits at the army base were lined up to pick up their bedding.,-1
curt,to give a curt nod/reply,-1
clique,Our golf club is run by a very unfriendly clique (of people).,-1
foliage,The dense foliage overhead almost blocked out the sun.,-1
pseudo-,pseudo-religious,-1
beatitude,"Levy captured the hands and faces and bodies of worshippers in attitudes of grace, ecstasy, and beatitude.",-1
assiduous,assiduous research/efforts,-1
re-evaluate,We have re-evaluated our mail order business with the aim of building on and upgrading it.,-1
rare-earth metal,Rare earths are key in the manufacture of goods such as flat screen televisions and hybrid cars.,-1
squabble,Polly and Susie were having a squabble about who was going to hold the dog’s lead.,-1
publicize,Attitudes seem to be changing as a result of recent highly publicized cases of sexual harassment.,-1
uploaded,"The frame was then uploaded by the company, which also offered to create a site for free if needed.",-1
expedient,It might be expedient not to pay him until the work is finished.,-1
obscuration,Obscuration can be obtained by the use of blackout curtains.,-1
fancied,She is the most fancied candidate for the next election.,-1
glitterati,The restaurant is popular with the glitterati of the music world.,-1
brood,The blackbird flew back and forth to its brood.,-1
tang,the tang of the sea air,-1
escrow,The money was placed in escrow.,-1
taut,a taut rope,-1
affirm,The suspect affirmed (that) he had been at home all evening.,-1
colorfully,The en suite bedrooms are colourfully decorated in elegant eighteenth-century style.,-1
unwieldy,A piano is a very unwieldy item to get down a flight of stairs.,-1
crumpled,crumpled clothes,-1
bulb,tulip bulbs,-1
vista,"After a hard climb, we were rewarded by a picture-postcard vista of rolling hills under a deep blue summer sky.",-1
stainless,stainless work surfaces,-1
dishearten,She was very disheartened by the results of the test.,-1
sub judice,"In Britain, cases which are sub judice cannot be discussed in the media.",-1
greater,Greater Manchester,-1
peckish,"By ten o’clock I was feeling peckish, even though I’d had a large breakfast.",-1
pricey,It’s a bit pricey but the food is wonderful.,-1
torrent,He let out a torrent of abuse/angry words.,-1
accommodating,I’m sure she’ll help you - she’s always very accommodating.,-1
trifle,a sherry trifle,-1
nationalize,The Mexican president nationalized the railways in 1939.,-1
educative,Very few activities at this age have no educative value at all.,-1
adjudicate,He was asked to adjudicate on the dispute.,-1
beforehand,I knew she was coming that afternoon because she had phoned beforehand to say so.,-1
cladding,The pipes froze because the cladding had fallen off.,-1
insidious,High blood pressure is an insidious condition which has few symptoms.,-1
simplifying,the new simplified tax system,-1
approximation,Could you give me a rough approximation of how many people will be coming?,-1
humanize,Steps are being taken to humanize the prison.,-1
concoction,She drinks this herbal concoction.,-1
spanish,Are you Spanish?,-1
androgynous,"With her lean frame and cropped hair, Lennox had a fashionably androgynous look.",-1
mustard,a mustard shirt,-1
hollow out something,We hollowed out the tree trunk to make a canoe.,-1
encore!,We were shouting for an encore.,-1
dejected,She looked a bit dejected when they told her she didn’t get the job.,-1
#NAME?,Eurocentric,-1
mastery,her mastery of the situation,-1
rust,patches of rust,-1
escapism,These adventure movies are pure escapism.,-1
assiduous,assiduous research/efforts,-1
game changer,As a player he can be a game changer.,-1
utensil,"In the drawer was a selection of kitchen utensils - spoons, spatulas, knives, and whisks.",-1
swollen,"a bruised, swollen face",-1
telugu,This area of Mumbai was largely settled by Tamils and Telegus from southern India.,-1
filer,bankruptcy/tax filer Bankruptcy filers will have a difficult time borrowing money in the future.,-1
mutt,"Come on you mutts, play harder!",-1
tortoiseshell,glasses with tortoiseshell frames,-1
tinkling,Some small old-fashioned shops still have a bell which tinkles when you push the door open.,-1
bpd,"The terminal has been producing barely 300,000 bpd, although it could produce more than 450,000 bpd.",-1
usurpation,his unlawful usurpation of power,-1
deflator,The GDP deflator - the overall inflation measure covering all price changes in the economy and not just at the consumer level - rose 0.4 percent in the third quarter to 128.,-1
tautological,"The phrase ""advance planning"" is tautological since when else are you going to plan something?",-1
kitchenette,The kitchenette was located in a nook adjacent to the living space and next to an exit door leading to the backyard.,-1
auditing,"As a senior citizen, he is allowed to audit university classes.",-1
aggrandizement,"He gives a lot of money to charity, but personal aggrandizement/self-aggrandizement is his motive.",-1
autobiographical,an autobiographical novel,-1
bodyguard,The prince is always accompanied by his bodyguards.,-1
blooper,Failure to exploit indexicality is a common legal blooper.,-1
archetypal,an archetypal English gentleman,-1
raison d’être,Her job is her raison d’être.,-1
parlour,a beauty parlour,-1
inexpressible,The news filled him with inexpressible delight/joy/horror/pain.,-1
intellectualize,She couldn’t stand all that pointless intellectualizing about subjects that just didn’t matter.,-1
touching,a touching story,-1
lozenge,a cough lozenge,-1
irremediable,"The merits of this plan outweighed several obvious flaws in it, which were irremediable.",-1
guzzling,He guzzled his beer and ordered another.,-1
sepal,The seeds are surrounded by the pericarp and sepals and do not become dormant.,-1
copycat,You’re just a copycat!,-1
intonation,The end of a sentence that is not a question is usually marked by falling intonation.,-1
yogi,"Koestler, in this book, plays both yogi and commissar.",-1
node,a lymph node,-1
abstain,He took a vow to abstain from alcohol/smoking/sex.,-1
demure,She gave him a demure smile.,-1
speckled,a bird with a speckled breast,-1
manhood,The story is seen through the eyes of a boy on the verge of manhood.,-1
protagonist,Key protagonists of the revolution were hunted down and executed.,-1
compartmentalize,"His life was carefully compartmentalized, with his work in one city and his social life in another.",-1
crudity,The crudeness of the painting is part of its appeal.,-1
dispossess,A lot of people were dispossessed of their homes during the civil war.,-1
remembrance,A church service was held in remembrance of the victims.,-1
shrill,She had a shrill high-pitched voice.,-1
macabre,Even the police were horrified at the macabre nature of the killings.,-1
belabour,There’s no need to belabour the point.,-1
overemphasis,An overemphasis on correctness can be damaging to young writers.,-1
visualization,She spent 25 years developing self-help techniques which involve meditation and visualization.,-1
discordant,Discordant opinions prevail even among good judges.,-1
apt,an apt comment/description,-1
institutionalize,What was once an informal event has now been institutionalized.,-1
extended,They're going on an extended holiday to Australia.,-1
kinky,kinky ideas/behaviour,-1
humane,The humane way of dealing with a suffering animal (= the way that causes the least pain) is to kill it quickly.,-1
alliteration,"""Round the rugged rocks the ragged rascal ran"" uses alliteration.",-1
din,the din of the traffic,-1
biblical,They named their son Isaac after the biblical figure.,-1
ion,obsession,-1
confidant,a close confidant,-1
bicker,Will you two stop bickering!,-1
noteworthy,a noteworthy example/event,-1
mace,"Heat the milk with the peppercorns, mace and vegetables until almost boiling.",-1
brooding,"He stood there in the corner of the room, a dark, brooding presence.",-1
despondent,He became/grew increasingly despondent when she failed to return his phone calls.,-1
treasurer,Corporate treasurers have picked up the pace of bond sales as the government bond market continues to rally.,-1
conspicuously,The temple’s grand white arches rose conspicuously over the dirty decaying city.,-1
classified,These documents contain classified material.,-1
tantalize,Her paintings tantalize the eye.,-1
unrolled,She unrolled the most beautiful carpet.,-1
overhang,Several large trees overhang the path.,-1
exuberant,"Young and exuberant, he symbolizes Italy’s new vitality.",-1
victimize,He claimed he’d been victimized by the police.,-1
pattering,I heard the rain patter against/on the window.,-1
valuer,"The site was recently valued by an independent valuer at £300,000.",-1
mountebank,The university was divided into those people who thought he was a genius and those who thought he was a mountebank.,-1
nattily,The men are nattily dressed in slacks and sport coats.,-1
slothful,slothful adolescents,-1
armoury,The two countries signed an agreement to reduce their nuclear armouries.,-1
windless,a windless day,-1
overactive,"With an overactive thyroid, metabolism speeds up.",-1
gnostic,They saw communism as the embodiment of a gnostic arrogance.,-1
illuminating,The book is full of illuminating detail on the causes of the war.,-1
donning,"Sometimes they have seen the scripts in advance of donning the masks, sometimes not.",-1
splendidly,So far this new routine is working splendidly.,-1
german,We have a group of Germans staying at the hotel.,-1
redefine,"Social networking has redefined the meaning of ""friend"".",-1
vip,They were in the VIP lounge at the airport.,-1
antiquarianism,Antiquarianism has been a popular pastime for some years.,-1
attune,My ears are beginning to attune to the subtle differences in intonation.,-1
irrigation,an irrigation system,-1
kaleidoscope,"The street bazaar was a kaleidoscope of colours, smells, and sounds.",-1
vine,Ivy is a type of vine.,-1
touchstone,"Until relatively recently, the Japanese car industry was the touchstone of international success.",-1
butty,a bacon butty,-1
arachnid,This paper considers the role of air currents as dispersal vehicles of these flightless arachnids.,-1
providence,divine providence,-1
swath,The sheriff’s department polices a wide swath of the county.,-1
liken sb/sth to sb/sth,She’s been likened to a young Elizabeth Taylor.,-1
holography,a holographic picture/image/projection,-1
suggested,I suggested an Italian restaurant near the station for the party.,-1
entangle,The dolphin had become entangled in/with the fishing nets.,-1
euphonious,"But I must say that a great many poor writers have purposely inserted such verses into their prose, believing that they would make it more euphonious.",-1
parsimonious,She’s too parsimonious to heat the house properly.,-1
voluptuousness,The show's creative team put her in costumes that emphasized her voluptuousness.,-1
pricey,It’s a bit pricey but the food is wonderful.,-1
agent provocateur,"Charcot argued that a neurological defect resulted from a combination of heredity, inherent nervousness, and an ""environment agent provocateur,"" which often took the form of a physical or emotional shock.",-1
japanese,the Japanese stock market,-1
financing,BP will provide 65 percent of the financing for the project.,-1
socio-,socioeconomic,-1
ascendancy,They are in danger of losing their political ascendancy (= controlling power).,-1
monopolize,The company had monopolized the photography market for so many decades that they didn’t worry about competition from other companies.,-1
bon vivant,"In figure he was tall, with a tendency already manifested to put on flesh, good-looking, genial and sympathetic in manner, a bon vivant, passionately fond of dancing and society, an excellent talker or listener as the occasion demanded.",-1
blackberry,blackberry and apple pie,-1
pliable,Some kinds of plastic become pliable if they’re heated.,-1
misused,She was accused of misusing company funds.,-1
nurture,She wants to stay at home and nurture her children.,-1
beaming,a beaming smile,-1
sackful,He got sackfuls of (= very many) letters from listeners following the show.,-1
endear sb to sb,She is unlikely to endear herself to her colleagues with such an aggressive approach.,-1
antagonize,It’s a very delicate situation and I’ve no wish to antagonize him.,-1
allude to sb/sth,She mentioned some trouble that she’d had at home and I guessed she was alluding to her son.,-1
neutrally,He thinks that Wikipedia has a moral responsibility to report neutrally on everything.,-1
demonstrable,The report contains numerous demonstrable errors.,-1
standardization,the drive for the global standardization of products,-1
saucer,a cup and saucer,-1
ambivalent,I felt very ambivalent about leaving home.,-1
hyperbole,"The blurb on the back of the book was full of the usual hyperbole - ""enthralling"", ""fascinating"", and so on.",-1
hun,The story of Venice started when the Germans and the Huns attacked the Roman Empire.,-1
albatross,Her own supporters see her as an albatross who could lose them the election.,-1
affecting,It was an affecting sight.,-1
